CODE;G_WOULD;G_WOULD_PASSIVE;G_WOULD_PROGRESSIVE;G_WOULD_PERFECT;G_WOULD_PERFECT_PASSIVE;G_SHOULD;G_SHOULD_PASSIVE;G_SHALL;G_SHALL_PASSIVE;G_SHOULD_PROGRESSIVE;G_SHOULD_PERFECT;G_SHOULD_PERFECT_PASSIVE;G_MUST;G_MUST_PASSIVE;G_MUST_PROGRESSIVE;G_MUST_PERFECT;G_MST_PERFECT_PASSIVE;G_CAN;G_CAN_PASSIVE;G_COULD;G_COULD_PASSIVE;G_CAN_PROGRESSIVE;G_COULD_PROGRESSIVE;G_COULD_PERFECT_PASSIVE;G_MAY;G_MAY_PASSIVE;G_MIGHT;G_MIGHT_PASSIVE;G_MAY_PROGRESSIVE;G_MIGTH_PERFECT;G_MIGHT_PERFECT_PASSIVE;G_MAY_PERFECT_PASSIVE;G_ADJ_POSITIVE;G_ADJ_COMPARATIVE;G_ADJ_SUPERLATIVE;G_ADV_POSITIVE;G_ADV_COMPARATIVE;G_ADV_SUPERLATIVE;SY_QUESTION;SY_SPECIAL_QUESTION;SY_TAG_QUESTION;SY_EXCLAMATION;SY_IMPERATIVE;SY_SUBORD_SENT;SY_SUBORD_SENT_PUNCT;SY_COORD_SENT;SY_COORD_SENT_PUNCT;SY_SIMPLE_SENT;SY_DIRECT_SPEECH;SY_INVERSE_PATTERNS;SY_INVALID_ARTICLES;SY_SENT_START_ADV;SY_SENT_START_ADJ;SY_FALSE_ROOT_TOKEN;SY_DT_N_AUX;SY_PRN_AUX_PRT;SY_PRN_VB_ADP;SY_VB_PART_VB;SY_SCNJ_PRN_AUX;SY_PRN_AUX_ADV;SY_ADP_PRN_N;SY_ADP_N_PUN;SY_PRN_N_PUN;SY_V_ADP_PRN;SY_ADP_DET_ADJ;SY_ADJ_ADJ_N;L_TYPE_TOKEN_RATIO_LEMMAS;L_PROPER_NAME;L_PERSONAL_NAME;L_PUNCT;L_PUNCT_COM;L_PUNCT_SEMC;L_PUNCT_COL;L_PUNCT_DASH;L_CONT_A;L_FUNC_A;L_CONT_T;L_FUNC_T;L_SYL_G2;L_I_PRON;L_HE_PRON;L_SHE_PRON;L_IT_PRON;L_YOU_PRON;L_WE_PRON;L_THEY_PRON;L_ME_PRON;L_YOU_OBJ_PRON;L_HIM_PRON;L_HER_OBJECT_PRON;L_IT_OBJECT_PRON;L_US_PRON;L_THEM_PRON;L_MY_PRON;L_YOUR_PRON;L_HIS_PRON;L_HER_PRON;L_ITS_PRON;L_OUR_PRON;L_THEIR_PRON;L_YOURS_PRON;L_THEIRS_PRON;L_HERS_PRON;L_OURS_PRON;L_MYSELF_PRON;L_YOURSELF_PRON;L_HIMSELF_PRON;L_HERSELF_PRON;L_ITSELF_PRON;L_OURSELVES_PRON;L_YOURSELVES_PRON;L_THEMSELVES_PRON;L_POSSESSIVES;L_PLURAL_NOUNS;L_SINGULAR_NOUNS;L_NOUN_PHRASES;POS_VERB;POS_NOUN;POS_ADJ;POS_ADV;POS_DET;POS_INTJ;POS_CONJ;POS_PART;POS_NUM;POS_PREP;VT_PRESENT_ACTIVE;VT_PRESENT_PASSIVE;VT_PAST_ACTIVE;VT_PAST_PASSIVE;VT_FUTURE_ACTIVE;VT_FUTURE_PASSIVE;VT_MODALS_ACTIVE;VT_MODALS_PASSIVE;VT_PRESENT_SIMPLE;VT_PRESENT_SIMPLE_3DPERSN;VT_PRESENT_PROGRESSIVE;VT_PRESENT_PERFECT;VT_PRESENT_PERFECT_PROGR;VT_PRESENT_SIMPLE_PASSIVE;VT_PRESENT_PROGR_PASSIVE;VT_PRESENT_PERFECT_PASSIVE;VT_PAST_SIMPLE;VT_PAST_SIMPLE_BE;VT_PAST_PROGR;VT_PAST_PERFECT;VT_PAST_PERFECT_PROGR;VT_PAST_SIMPLE_PASSIVE;VT_PAST_POGR_PASSIVE;VT_PAST_PERFECT_PASSIVE;VT_FUTURE_SIMPLE;VT_FUTURE_PROGRESSIVE;VT_FUTURE_PERFECT;VT_FUTURE_PERFECT_PROGR;VT_FUTURE_SIMPLE_PASSIVE;VT_FUTURE_PROGR_PASSIVE;VT_FUTURE_PERFECT_PASSIVE
15;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5384615384615384;0,0;0,0;0,0;0,0;0,0;0,5384615384615384;0,0;0,0;0,0;0,0;0,0;0,0;0,23076923076923078;0,0;0,0;0,0;0,0;0,0;0,0;0,23076923076923078;0,0;0,0;0,0;0,0;0,5384615384615384;0,0;0,0;0,46153846153846156;0,0;0,0;0,0;0,0;0,38461538461538464;0,15384615384615385;0,38461538461538464;0,15384615384615385;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,23076923076923078;0,0;0,3076923076923077;0,15384615384615385;0,23076923076923078;0,0;0,0;0,07692307692307693;0,0;0,0;0,0;0,0;0,07692307692307693;0,15384615384615385;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,15384615384615385;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
150;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,038461538461538464;0,0;0,0;0,038461538461538464;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8846153846153846;0,038461538461538464;0,0;0,0;0,9230769230769231;0,0;0,038461538461538464;0,0;0,0;0,0;0,038461538461538464;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8076923076923077;0,0;0,0;0,07692307692307693;0,0;0,0;0,0;0,0;0,34615384615384615;0,5769230769230769;0,34615384615384615;0,46153846153846156;0,07692307692307693;0,0;0,0;0,0;0,038461538461538464;0,038461538461538464;0,0;0,0;0,0;0,038461538461538464;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,038461538461538464;0,11538461538461539;0,38461538461538464;0,23076923076923078;0,15384615384615385;0,038461538461538464;0,038461538461538464;0,07692307692307693;0,038461538461538464;0,07692307692307693;0,07692307692307693;0,0;0,07692307692307693;0,11538461538461539;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,07692307692307693;0,038461538461538464;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
151;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05555555555555555;0,0;0,0;0,05555555555555555;0,0;0,0;0,6111111111111112;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8333333333333334;0,0;0,0;0,0;0,0;0,0;0,2222222222222222;0,0;0,0;0,0;0,16666666666666666;0,0;0,16666666666666666;0,0;0,0;0,16666666666666666;0,0;0,0;0,0;0,7222222222222222;0,05555555555555555;0,0;0,16666666666666666;0,05555555555555555;0,0;0,0;0,0;0,4444444444444444;0,3888888888888889;0,4444444444444444;0,3333333333333333;0,2222222222222222;0,1111111111111111;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05555555555555555;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05555555555555555;0,3888888888888889;0,2777777777777778;0,1111111111111111;0,1111111111111111;0,05555555555555555;0,0;0,0;0,0;0,05555555555555555;0,0;0,0;0,2222222222222222;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05555555555555555;0,05555555555555555;0,1111111111111111;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
152;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0743801652892562;0,008264462809917356;0,0;0,049586776859504134;0,0;0,0;0,0;0,0;0,2231404958677686;0,0;0,0;0,4462809917355372;0,03305785123966942;0,45454545454545453;0,04132231404958678;0,9008264462809917;0,0;0,008264462809917356;0,0;0,0;0,0;0,11570247933884298;0,0;0,0;0,049586776859504134;0,049586776859504134;0,024793388429752067;0,0;0,024793388429752067;0,024793388429752067;0,0;0,049586776859504134;0,0;0,024793388429752067;0,6446280991735537;0,03305785123966942;0,0;0,08264462809917356;0,04132231404958678;0,0;0,0;0,0;0,4049586776859504;0,5041322314049587;0,38016528925619836;0,30578512396694213;0,09090909090909091;0,08264462809917356;0,0;0,0;0,008264462809917356;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,008264462809917356;0,0;0,008264462809917356;0,01652892561983471;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05785123966942149;0,10743801652892562;0,4628099173553719;0,17355371900826447;0,19834710743801653;0,08264462809917356;0,049586776859504134;0,04132231404958678;0,008264462809917356;0,06611570247933884;0,024793388429752067;0,03305785123966942;0,10743801652892562;0,024793388429752067;0,0;0,10743801652892562;0,008264462809917356;0,0;0,0;0,0;0,0;0,024793388429752067;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0743801652892562;0,03305785123966942;0,0;0,0;0,0;0,008264462809917356;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
153;0,3333333333333333;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,16666666666666666;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,5;0,5;0,5;0,0;0,16666666666666666;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,16666666666666666;0,6666666666666666;0,3333333333333333;0,16666666666666666;0,16666666666666666;0,0;0,16666666666666666;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3333333333333333;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
154;0,3333333333333333;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,3333333333333333;0,3333333333333333;0,0;0,0;0,0;0,0;0,0;0,6666666666666666;0,3333333333333333;0,6666666666666666;0,3333333333333333;0,0;0,16666666666666666;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,5;0,3333333333333333;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3333333333333333;0,0;0,3333333333333333;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3333333333333333;0,0;0,0;0,0;0,0;0,0;0,0
155;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05357142857142857;0,017857142857142856;0,0;0,03571428571428571;0,0;0,0;0,0;0,0;0,35714285714285715;0,0;0,14285714285714285;0,4107142857142857;0,017857142857142856;0,5535714285714286;0,05357142857142857;0,9107142857142857;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05357142857142857;0,0;0,0;0,0;0,0;0,0;0,0;0,05357142857142857;0,0;0,7142857142857143;0,03571428571428571;0,0;0,08928571428571429;0,017857142857142856;0,0;0,0;0,0;0,5;0,4107142857142857;0,44642857142857145;0,3392857142857143;0,10714285714285714;0,03571428571428571;0,0;0,0;0,017857142857142856;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,07142857142857142;0,08928571428571429;0,35714285714285715;0,25;0,19642857142857142;0,125;0,03571428571428571;0,05357142857142857;0,0;0,07142857142857142;0,05357142857142857;0,0;0,08928571428571429;0,10714285714285714;0,03571428571428571;0,0;0,03571428571428571;0,0;0,0;0,0;0,0;0,08928571428571429;0,017857142857142856;0,0;0,0;0,0;0,03571428571428571;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,03571428571428571;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
156;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,09090909090909091;0,0;0,0;0,0;0,0;0,0;0,0;0,9090909090909091;0,0;0,0;0,0;0,0;0,0;0,0;0,9090909090909091;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9090909090909091;0,0;0,0;0,09090909090909091;0,0;0,0;0,0;0,0;0,45454545454545453;0,45454545454545453;0,45454545454545453;0,45454545454545453;0,09090909090909091;0,09090909090909091;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,09090909090909091;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,18181818181818182;0,5454545454545454;0,2727272727272727;0,18181818181818182;0,09090909090909091;0,0;0,09090909090909091;0,0;0,0;0,09090909090909091;0,0;0,0;0,09090909090909091;0,0;0,09090909090909091;0,0;0,0;0,0;0,0;0,0;0,09090909090909091;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,09090909090909091;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
157;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,5;0,5;0,5;0,1;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,3;0,3;0,1;0,1;0,1;0,1;0,0;0,1;0,1;0,0;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
158;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,045454545454545456;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7727272727272727;0,0;0,7727272727272727;0,0;0,9545454545454546;0,0;0,0;0,7727272727272727;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9090909090909091;0,0;0,0;0,045454545454545456;0,0;0,0;0,0;0,0;0,45454545454545453;0,5;0,4090909090909091;0,5;0,0;0,045454545454545456;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,09090909090909091;0,18181818181818182;0,5454545454545454;0,13636363636363635;0,2727272727272727;0,045454545454545456;0,0;0,13636363636363635;0,0;0,13636363636363635;0,045454545454545456;0,0;0,13636363636363635;0,09090909090909091;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,045454545454545456;0,045454545454545456;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
159;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,17647058823529413;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4117647058823529;0,0;0,0;0,0;0,4117647058823529;0,058823529411764705;0,8235294117647058;0,0;0,0;0,0;0,0;0,0;0,4117647058823529;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7058823529411765;0,0;0,0;0,17647058823529413;0,0;0,0;0,0;0,0;0,5294117647058824;0,29411764705882354;0,4117647058823529;0,29411764705882354;0,0;0,058823529411764705;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,058823529411764705;0,11764705882352941;0,5294117647058824;0,11764705882352941;0,17647058823529413;0,17647058823529413;0,0;0,058823529411764705;0,0;0,058823529411764705;0,0;0,11764705882352941;0,058823529411764705;0,11764705882352941;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,11764705882352941;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
16;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,47058823529411764;0,0;0,0;0,0;0,0;0,0;0,0;0,9411764705882353;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8235294117647058;0,0;0,0;0,058823529411764705;0,0;0,0;0,0;0,0;0,47058823529411764;0,4117647058823529;0,47058823529411764;0,4117647058823529;0,11764705882352941;0,058823529411764705;0,0;0,0;0,0;0,0;0,0;0,0;0,058823529411764705;0,0;0,058823529411764705;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,058823529411764705;0,058823529411764705;0,35294117647058826;0,23529411764705882;0,11764705882352941;0,11764705882352941;0,0;0,058823529411764705;0,058823529411764705;0,0;0,0;0,0;0,11764705882352941;0,17647058823529413;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,058823529411764705;0,11764705882352941;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
160;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9090909090909091;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2727272727272727;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9090909090909091;0,0;0,0;0,09090909090909091;0,0;0,0;0,0;0,0;0,36363636363636365;0,5454545454545454;0,36363636363636365;0,5454545454545454;0,0;0,09090909090909091;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,09090909090909091;0,18181818181818182;0,45454545454545453;0,09090909090909091;0,2727272727272727;0,0;0,0;0,2727272727272727;0,0;0,0;0,09090909090909091;0,0;0,18181818181818182;0,09090909090909091;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,09090909090909091;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
161;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,0;0,0;0,15;0,0;0,0;0,0;0,0;0,9;0,0;0,0;0,0;0,0;0,95;0,05;0,9;0,0;0,0;0,0;0,0;0,0;0,9;0,0;0,0;0,0;0,0;0,0;0,3;0,0;0,0;0,0;0,15;0,0;0,0;0,85;0,0;0,0;0,05;0,05;0,0;0,0;0,0;0,45;0,5;0,45;0,4;0,15;0,1;0,0;0,0;0,05;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,2;0,0;0,25;0,15;0,0;0,0;0,1;0,0;0,0;0,05;0,1;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,05;0,05;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
162;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,06896551724137931;0,0;0,0;0,034482758620689655;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9310344827586207;0,034482758620689655;0,9655172413793104;0,0;0,034482758620689655;0,0;0,0;0,0;0,4827586206896552;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8275862068965517;0,0;0,0;0,034482758620689655;0,0;0,0;0,0;0,0;0,5172413793103449;0,41379310344827586;0,5172413793103449;0,3103448275862069;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,06896551724137931;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,10344827586206896;0,10344827586206896;0,41379310344827586;0,13793103448275862;0,20689655172413793;0,10344827586206896;0,034482758620689655;0,06896551724137931;0,06896551724137931;0,06896551724137931;0,0;0,0;0,13793103448275862;0,034482758620689655;0,0;0,034482758620689655;0,0;0,0;0,0;0,0;0,0;0,034482758620689655;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,034482758620689655;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
163;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,16666666666666666;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8333333333333334;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3333333333333333;0,6666666666666666;0,25;0,6666666666666666;0,0;0,0;0,0;0,08333333333333333;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,08333333333333333;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,08333333333333333;0,3333333333333333;0,4166666666666667;0,08333333333333333;0,0;0,08333333333333333;0,0;0,0;0,08333333333333333;0,08333333333333333;0,0;0,0;0,08333333333333333;0,0;0,25;0,0;0,0;0,0;0,0;0,0;0,0;0,08333333333333333;0,0;0,0;0,0;0,0;0,0;0,0;0,25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
